transaction_info,merchant_name,Category,Predicted_Category
S2S*Good3 Price         JohannesburgGTZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
LORRAINE BP SWIPA       PORT ELIZABEECZA,GiftCentral Card Issuer (POS),Transportation,Transportation
WHITE ROSE MINI MA3101  PORT ELIZABEECZA,GiftCentral Card Issuer (POS),Transportation,Transportation
KOLSKOOT VLEISMARK5730  UPINGTON    NCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
DURBANVILLE CRICKE4342  DURBANVILLE WCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Markham Lochlogan       Freestate   FSZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
LiquorShop Ziyabuya     SB063022    ECZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
iK *The Tuck Co - Pinn  WIERDAPARK  GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
FIRST FACTORY SHOP      DURBAN      KNZA,GiftCentral Card Issuer (POS),Tourism,Tourism
ALLIED BUILDERS XPRESS  Clayville   ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
S2S*Peerless Park Supe  KraaifonteinWCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
ENGEN KENTON ON SEA     Kenton On SeZAZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
TABWHARF BAR            Port Alfred ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
CALTEX                  KIMBERLEY   NCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Yoco   *Cattleya Servi  Kimberley   NCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
MCD Kimberley CBD(0491  Cape Town   WPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
S2S*Friends Cafe        Kimberley   NCZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
SF Cellu51000002207691  Cape Town     ZA,GiftCentral Card Issuer (POS),Tourism,Tourism
ROMANS PIZZA ZEVENWACH  KUILSRIVIER WCZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
iK *High Street Cafe    ROSENPARK   WCZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
STEERS                  Uitenhage   ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
BEST BUILD HARDWARE     VanderbijlpaZAZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
FARIA SUPERMARKET       BloemfonteinZAZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
FAT CAKE CITY JUNXION   CENTURION   GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Shoprite Mount Frere 2  SB030449    KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PEP CELL 4415 MOUNT     EC          ECZA,GiftCentral Card Issuer (POS),Technology,Technology
Yoco   *JP Hair Care 2  JohannesburgGPZA,GiftCentral Card Issuer (POS),Healthcare,Healthcare
McD Linton Grange       GP          GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PQ THABONG              Sebokeng    ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Jumbo Vereeniging       Gauteng     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
BP RIDGE OASIS          CATO RIDGE  KNZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Nandos Greenstone S     GP          GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KFC ARBOUR CROSSING     Amanzimtoti ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
SHELL QUEENSTOWN        Queenstown  ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
ROMANS PIZZA RANDFONTE IRANDFONTEIN GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
ALI SUPERMARKET         Witpoortjie ZAZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
DEBONAIRS PIZZA         DURBAN      KNZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
WOOLWORTHS              BLUE BIRD   WCZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
GECKO INN (PTY) LTD     Richards BayZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
FEDICS                  SASOLBURG   FSZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
FRANCO INTERNATIONAL B LJOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
CONTINENTAL LINEN BLUE BROODEPOORT  GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
CCN*Good Price Mini3    Ivory Park  GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
QUEENSWOOD SERV/S F/C    PRETORIA    NZA,GiftCentral Card Issuer (POS),Tourism,Tourism
ENGEN WATERFALL CONV C  Pinetown    ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SAUSAGE SALOON CORPORA  TBEDFORDVIEW GZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
LA BOQUERIA POLOFIELDS  Buccleuch   ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KISMET SPICES           Midrand     ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
THE CRAZY STORE Q1       MIDRAND     GZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
BP Prospecton Road SS   KZN         KZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
HOLSTEIN MEATS (PTY) L  Kempton ParkZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
WIMPY SPRINGSGATE       SPRINGS     GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
SASOL VOORTREKKER RD    Krugersdorp ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PnP Hpr Boksburg        Boksburg    GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
STAR STOP SULLAVIA      UN          FSZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
STARSTOP SULLA VIA      VENTERSDORP FSZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
TASTY GALLOS PRITCHARD  JohannesburgZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KwikSpar Jeppe          Gauteng SoutGSZA,GiftCentral Card Issuer (POS),Tourism,Tourism
ENGEN AWIE BOTHA        Kimberley   ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Ackermans DNB Berea     KZ          KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PEP HOME 5853 DURBAN    KZ          KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
BURNING SPEAR SPUR      BLOEMFONTEINFSZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
H&M Sandton City        Sandton     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
G ROBERTSON TA HOME TR  Morningside ZAZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
HPY*NEW FOOD GROCERY    FOURIESBURG FSZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
SA HARDWARE AND  10969  FOURIESBURG FSZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
AJMER SUPERMARK  10243  LAUDUIM     GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
CAPTAIN LIQUOR WAREHOU SRANDFONTEIN'GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
SportScene Moutse Mall  LP          LPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
KFC TNT Naledi          Gauteng     GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
DROS KRUGERSDORP        Krugersdorp ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ENGEN KENFIELD          Durban      ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
MMAMOKOMA PLACE         AtteridgevilZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
TSONGA SHOES WOODLAN    UN          GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PICARDI CLAREMONT       CLAREMONT   WCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
BOUNCE INC CORNUBIA (N  UMHLANGA    ZNZA,GiftCentral Card Issuer (POS),Healthcare,Healthcare
PnP Fam Essenwood       Richards BayKZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PnP Fm Liq Essenwood    PietermaritzKZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
LETHABONG PUB AND GRIL  Pretoria WesZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
SASOL QUAGGA.            PRETORIA    GZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Yoco   *Kimono          JohannesburgGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Yoco   *A S Auto Parts  Cape Town   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
ENGEN TEDS CONV CENTRE  Ladysmith   ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SHELL WOODBURN GARAGE   PietermaritzZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
SPORTSMANS WAREHOUSE W EJOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PnP Fam Liq Despath     Despatch    ECZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Sneaker Factory Mall o  GP          GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ARC MALL OF AFRICA      Midrand     ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PnP Crp Clearwater M    Strubens ValGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ELIZABETH LODGE         UN          GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
TOTALENERGIES ZANDSPRU  IZANDSPRUIT  GZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PnP Exp El Corro        Randburg    GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
WOOLWORTHS              HEIDELBERG  GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
LIQUOR FOR AFRICA VX    CAPETOWN    WCZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
FRESHTOP BLUE LAGOON    VLAKFONTEIN GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Jet Mdantsane           EC          ECZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
S2S*Darwin Corner Shop  Cape town   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
S2S*Oranje convenience  Welkom      FSZA,GiftCentral Card Issuer (POS),Tourism,Tourism
GUIDOS PORT ALFRED9950  PORT ALFRED ECZA,GiftCentral Card Issuer (POS),Transportation,Transportation
WOOLWORTHS              PORT_ALFRED ECZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
LiquorShop New Brighto  SB063446    ECZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
BK Kimberley S          Northern CapNCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Overland New Park       Free State  FSZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Spar Robindale          Gauteng SoutGSZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
ROCOMAMAS CANAL WALK     MILNERTON  WCZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
COLLINS MIDNIGHT C5817  LENASIA SOUTGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
HONEST HAND PTY LTD     VanderbijlpaZAZA,GiftCentral Card Issuer (POS),Pharmacy,Pharmacy
SHIVAMAR10000000130018  UITENHAGE   ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
GRAFTERS TAVERN         Pretoria    ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Delta Express Westdene  Free State  FSZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Boxer Spr Bethlehem     Bethlehem   FSZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
WEST PACK LIFESTYLE WA  KYA SANDS   GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
HERBLAND PLAYYARD       MIDRAND     GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Nandos Braamfontein     Gauteng     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
DASHPAY*AEA CAPE TOWN   Cape town   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
FIT IT KATHU            UN          NCZA,GiftCentral Card Issuer (POS),Technology,Technology
NANDOS METLIFE           PORT ELIZABTEZA,GiftCentral Card Issuer (POS),Transportation,Transportation
ROMANS PIZZA SUNRIDGE   PORT ELIZABEECZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
HENNIES BOKSBURG        Bardene     ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SAFARI OUTDOOR          Boksburg    ZAZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Clicks Newtown Junctio  JHB         GPZA,GiftCentral Card Issuer (POS),Pharmacy,Pharmacy
PEP HOME 5829 JHB NEWT  GP          GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
KAUAI NU MOSES MABHIDA  DURBAN      KNZA,GiftCentral Card Issuer (POS),Tourism,Tourism
SHELL MORITING S STATI  Tembisa     ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
PROTEA SUPERMARKET      SPRINGS     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PnP Hpr Moffat Park     Port ElizabeECZA,GiftCentral Card Issuer (POS),Tourism,Tourism
BEST CHOICE BUILDERS    germiston   GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Yoco   *Aviwe Media     Vereeniging GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
SILVERADO SPUR          VANDERBIJLPAGPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
FAT CAKE CITY OLIVEDAL  JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
FISHAWAYS               Pongola     ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Checkers Beaufort West  SB051297    ECZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PANAROTTIS FOURWAYS MA  JohannesburgZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Total Ventersburg C      FS          FZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
FISH  &  CHIPS CO CARN  Brakpan     ZAZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PnP Fam Bronkhorstspr   BronkhorstspMPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
BEST BEFORE GROCERY C  *JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KFC SUNNINGHILL  46491  JohannesburgZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Paul`s Homemade I36325  JohannesburgZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
MADINAH SUPERETTE       Cape Town   ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PNA ROSEBANK MALL _ CK  ROSEBANK    GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
AE Honeydew             Forecourt   GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KFC UMPHAKATHI MALL     JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
DEBONAIRS DAINFERN      FOURWAYS    GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
ENZO LOUNGE             PRETORIA    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
HOQUE MINI MARKET PTY   Upington    ZAZA,GiftCentral Card Issuer (POS),Banking,Banking
S2S*Africa famliy tuck  Upington    NCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
APPLE TREE FRESH MARKE  Alberton    ZAZA,GiftCentral Card Issuer (POS),Technology,Technology
Meatworld Alberton      Gauteng     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
KFC KEMP10000000135427  KEMPTON PARKZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
PETES PIZZAS             KENRIDGE    WZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Yoco   *Mai Flamingo T  Cape Town   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
KFC BERGBRON     13231  FLORIDA     ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
CCN*Blue Mall76         Pretoria    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
iK *Pizzaboyz Florida   DURBAN      KZZA,GiftCentral Card Issuer (POS),Tourism,Tourism
KFC Mokopane Mand68391  Mokopane    ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
PnP Lcl Golden Sun      VanderbijlpaGPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
CANAAN VALUE            Bryanston ExZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
CHICKEN LICKEN BEREA    Durban      ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
SAKHUMZI RESTAURANT     ORLANDO     GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
WISEMAN CARWASH SHISAN  DURBAN      KZZA,GiftCentral Card Issuer (POS),Tourism,Tourism
S2S*Malome1TuckShop     Pretoria    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Yoco   *Nibble On       JohannesburgGPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
GLENFAIR S/STATION      UN          GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
WOOLWORTHS              GIFT ACRES  GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
REDPATH FAMILY PHARMAC  Constantia KZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
CONSTANTIA SUPERMARKET  JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
CALTEX REDHILL SERVICE  Morningside ZAZA,GiftCentral Card Issuer (POS),Transportation,Transportation
KwikSpar Sable Hills    Gauteng NortGNZA,GiftCentral Card Issuer (POS),Tourism,Tourism
CALTEX ORCHARDS N4      Nelspruit   ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
REEDS FILLING STATION    THE REEDS   GZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
BASILICO CAFE ITALIAN    NEWLANDS    WZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
KFC KING SHAKA          DESAINAGAR  KZZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
ENGEN JEAN AVENUE       Centurion   ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
EASY FLOW DIESEL        MPUMALANGA  MPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
"SYRA INVESTMENTS,       RICHARD'S BAWCZA",GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
DEZE CAR WASH           JohannesburgGPZA,GiftCentral Card Issuer (POS),Transportation,Transportation
DASHPAY*Eldomed         JohannesburgGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ENGEN PRETORIA GARDENS  Pretoria    ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PnP Fam Protea Boulev   Protea Glen GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
H&M Menlyn              Pretoria    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
OK LIQUOR MEISESHALT (  EAST LONDON ECZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
OCEAN BASKET BEDFORD    JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
